image,mask,dataset
water_body_884.jpg,water_body_884.jpg,test
water_body_7565.jpg,water_body_7565.jpg,train
water_body_2230.jpg,water_body_2230.jpg,train
water_body_744.jpg,water_body_744.jpg,train
water_body_2203.jpg,water_body_2203.jpg,val
water_body_1779.jpg,water_body_1779.jpg,train
water_body_1464.jpg,water_body_1464.jpg,train
water_body_1241.jpg,water_body_1241.jpg,train
water_body_2512.jpg,water_body_2512.jpg,train
water_body_2522.jpg,water_body_2522.jpg,train
water_body_886.jpg,water_body_886.jpg,train
water_body_8940.jpg,water_body_8940.jpg,train
water_body_8444.jpg,water_body_8444.jpg,train
water_body_8429.jpg,water_body_8429.jpg,train
water_body_6376.jpg,water_body_6376.jpg,train
water_body_7552.jpg,water_body_7552.jpg,train
water_body_8669.jpg,water_body_8669.jpg,train
water_body_2513.jpg,water_body_2513.jpg,train
water_body_898.jpg,water_body_898.jpg,train
water_body_8160.jpg,water_body_8160.jpg,train
water_body_7958.jpg,water_body_7958.jpg,train
water_body_1106.jpg,water_body_1106.jpg,train
water_body_8017.jpg,water_body_8017.jpg,train
water_body_1108.jpg,water_body_1108.jpg,val
water_body_7176.jpg,water_body_7176.jpg,test
water_body_7935.jpg,water_body_7935.jpg,test
water_body_7813.jpg,water_body_7813.jpg,test
water_body_2526.jpg,water_body_2526.jpg,test
water_body_8016.jpg,water_body_8016.jpg,val
water_body_2297.jpg,water_body_2297.jpg,train
water_body_785.jpg,water_body_785.jpg,test
water_body_7065.jpg,water_body_7065.jpg,train
water_body_8450.jpg,water_body_8450.jpg,train
water_body_2465.jpg,water_body_2465.jpg,test
water_body_1015.jpg,water_body_1015.jpg,train
water_body_88.jpg,water_body_88.jpg,train
water_body_7614.jpg,water_body_7614.jpg,train
water_body_888.jpg,water_body_888.jpg,train
water_body_7314.jpg,water_body_7314.jpg,train
water_body_7940.jpg,water_body_7940.jpg,train
water_body_2404.jpg,water_body_2404.jpg,train
water_body_887.jpg,water_body_887.jpg,train
water_body_1738.jpg,water_body_1738.jpg,train
water_body_8057.jpg,water_body_8057.jpg,train
water_body_2300.jpg,water_body_2300.jpg,test
water_body_1396.jpg,water_body_1396.jpg,test
water_body_6382.jpg,water_body_6382.jpg,train
water_body_8931.jpg,water_body_8931.jpg,train
water_body_1468.jpg,water_body_1468.jpg,train
water_body_1756.jpg,water_body_1756.jpg,train
water_body_1426.jpg,water_body_1426.jpg,train
water_body_1794.jpg,water_body_1794.jpg,train
water_body_8424.jpg,water_body_8424.jpg,test
water_body_8210.jpg,water_body_8210.jpg,test
water_body_7378.jpg,water_body_7378.jpg,train
water_body_2493.jpg,water_body_2493.jpg,test
water_body_8206.jpg,water_body_8206.jpg,test
water_body_8622.jpg,water_body_8622.jpg,test
water_body_873.jpg,water_body_873.jpg,train
water_body_2425.jpg,water_body_2425.jpg,train
water_body_14.jpg,water_body_14.jpg,test
water_body_1467.jpg,water_body_1467.jpg,test
water_body_7576.jpg,water_body_7576.jpg,train
water_body_1232.jpg,water_body_1232.jpg,train
water_body_8349.jpg,water_body_8349.jpg,train
water_body_669.jpg,water_body_669.jpg,train
water_body_34.jpg,water_body_34.jpg,train
water_body_2193.jpg,water_body_2193.jpg,test
water_body_1624.jpg,water_body_1624.jpg,val
water_body_2553.jpg,water_body_2553.jpg,train
water_body_8724.jpg,water_body_8724.jpg,val
water_body_1010.jpg,water_body_1010.jpg,train
water_body_1580.jpg,water_body_1580.jpg,train
water_body_7921.jpg,water_body_7921.jpg,train
water_body_7041.jpg,water_body_7041.jpg,train
water_body_1215.jpg,water_body_1215.jpg,train
water_body_8408.jpg,water_body_8408.jpg,train
water_body_8823.jpg,water_body_8823.jpg,train
water_body_7724.jpg,water_body_7724.jpg,train
water_body_699.jpg,water_body_699.jpg,train
water_body_2552.jpg,water_body_2552.jpg,train
water_body_8797.jpg,water_body_8797.jpg,train
water_body_8367.jpg,water_body_8367.jpg,train
water_body_186.jpg,water_body_186.jpg,train
water_body_1183.jpg,water_body_1183.jpg,test
water_body_7925.jpg,water_body_7925.jpg,train
water_body_1436.jpg,water_body_1436.jpg,train
water_body_7651.jpg,water_body_7651.jpg,train
water_body_8856.jpg,water_body_8856.jpg,train
water_body_1392.jpg,water_body_1392.jpg,train
water_body_7268.jpg,water_body_7268.jpg,train
water_body_8832.jpg,water_body_8832.jpg,train
water_body_2498.jpg,water_body_2498.jpg,train
water_body_923.jpg,water_body_923.jpg,train
water_body_1394.jpg,water_body_1394.jpg,val
water_body_7705.jpg,water_body_7705.jpg,val
water_body_8048.jpg,water_body_8048.jpg,test
water_body_7237.jpg,water_body_7237.jpg,test
water_body_8049.jpg,water_body_8049.jpg,train
water_body_8784.jpg,water_body_8784.jpg,val
water_body_2472.jpg,water_body_2472.jpg,train
water_body_615.jpg,water_body_615.jpg,train
water_body_7566.jpg,water_body_7566.jpg,test
water_body_8273.jpg,water_body_8273.jpg,test
water_body_1388.jpg,water_body_1388.jpg,test
water_body_657.jpg,water_body_657.jpg,train
water_body_7826.jpg,water_body_7826.jpg,train
water_body_8633.jpg,water_body_8633.jpg,train
water_body_8737.jpg,water_body_8737.jpg,train
water_body_7870.jpg,water_body_7870.jpg,val
water_body_7388.jpg,water_body_7388.jpg,train
water_body_1836.jpg,water_body_1836.jpg,train
water_body_7180.jpg,water_body_7180.jpg,train
water_body_803.jpg,water_body_803.jpg,train
water_body_1707.jpg,water_body_1707.jpg,train
water_body_7664.jpg,water_body_7664.jpg,train
water_body_7774.jpg,water_body_7774.jpg,train
water_body_7926.jpg,water_body_7926.jpg,train
water_body_8812.jpg,water_body_8812.jpg,test
water_body_2264.jpg,water_body_2264.jpg,train
water_body_7062.jpg,water_body_7062.jpg,train
water_body_8717.jpg,water_body_8717.jpg,train
water_body_6377.jpg,water_body_6377.jpg,train
water_body_1456.jpg,water_body_1456.jpg,test
water_body_8118.jpg,water_body_8118.jpg,val
water_body_7225.jpg,water_body_7225.jpg,val
water_body_7531.jpg,water_body_7531.jpg,train
water_body_2285.jpg,water_body_2285.jpg,train
water_body_789.jpg,water_body_789.jpg,val
water_body_1512.jpg,water_body_1512.jpg,train
water_body_1191.jpg,water_body_1191.jpg,test
water_body_8700.jpg,water_body_8700.jpg,train
water_body_8954.jpg,water_body_8954.jpg,val
water_body_7217.jpg,water_body_7217.jpg,train
water_body_7249.jpg,water_body_7249.jpg,val
water_body_7830.jpg,water_body_7830.jpg,test
water_body_95.jpg,water_body_95.jpg,train
water_body_903.jpg,water_body_903.jpg,train
water_body_8952.jpg,water_body_8952.jpg,test
water_body_7307.jpg,water_body_7307.jpg,train
water_body_7309.jpg,water_body_7309.jpg,train
water_body_8753.jpg,water_body_8753.jpg,val
water_body_8152.jpg,water_body_8152.jpg,train
water_body_1585.jpg,water_body_1585.jpg,test
water_body_1101.jpg,water_body_1101.jpg,train
water_body_1382.jpg,water_body_1382.jpg,val
water_body_1184.jpg,water_body_1184.jpg,val
water_body_8089.jpg,water_body_8089.jpg,train
water_body_7620.jpg,water_body_7620.jpg,train
water_body_2286.jpg,water_body_2286.jpg,train
water_body_1326.jpg,water_body_1326.jpg,train
water_body_1443.jpg,water_body_1443.jpg,train
water_body_7887.jpg,water_body_7887.jpg,test
water_body_57.jpg,water_body_57.jpg,train
water_body_1118.jpg,water_body_1118.jpg,train
water_body_7623.jpg,water_body_7623.jpg,train
water_body_2334.jpg,water_body_2334.jpg,train
water_body_1390.jpg,water_body_1390.jpg,train
water_body_8173.jpg,water_body_8173.jpg,train
water_body_8455.jpg,water_body_8455.jpg,train
water_body_7218.jpg,water_body_7218.jpg,test
water_body_7334.jpg,water_body_7334.jpg,train
water_body_8666.jpg,water_body_8666.jpg,test
water_body_7722.jpg,water_body_7722.jpg,train
water_body_6425.jpg,water_body_6425.jpg,train
water_body_51.jpg,water_body_51.jpg,train
water_body_1119.jpg,water_body_1119.jpg,val
water_body_2258.jpg,water_body_2258.jpg,train
water_body_8730.jpg,water_body_8730.jpg,train
water_body_1462.jpg,water_body_1462.jpg,train
water_body_8436.jpg,water_body_8436.jpg,train
water_body_8681.jpg,water_body_8681.jpg,train
water_body_7170.jpg,water_body_7170.jpg,train
water_body_8882.jpg,water_body_8882.jpg,train
water_body_8286.jpg,water_body_8286.jpg,train
water_body_7364.jpg,water_body_7364.jpg,train
water_body_41.jpg,water_body_41.jpg,train
water_body_1288.jpg,water_body_1288.jpg,train
water_body_1806.jpg,water_body_1806.jpg,train
water_body_8372.jpg,water_body_8372.jpg,train
water_body_1262.jpg,water_body_1262.jpg,train
water_body_707.jpg,water_body_707.jpg,val
water_body_7743.jpg,water_body_7743.jpg,train
water_body_8667.jpg,water_body_8667.jpg,train
water_body_2268.jpg,water_body_2268.jpg,train
water_body_6387.jpg,water_body_6387.jpg,test
water_body_848.jpg,water_body_848.jpg,test
water_body_7435.jpg,water_body_7435.jpg,train
water_body_8201.jpg,water_body_8201.jpg,train
water_body_7927.jpg,water_body_7927.jpg,train
water_body_8446.jpg,water_body_8446.jpg,train
water_body_642.jpg,water_body_642.jpg,train
water_body_2351.jpg,water_body_2351.jpg,train
water_body_1438.jpg,water_body_1438.jpg,train
water_body_8646.jpg,water_body_8646.jpg,train
water_body_7298.jpg,water_body_7298.jpg,train
water_body_8491.jpg,water_body_8491.jpg,train
water_body_1630.jpg,water_body_1630.jpg,train
water_body_1303.jpg,water_body_1303.jpg,train
water_body_7266.jpg,water_body_7266.jpg,train
water_body_2319.jpg,water_body_2319.jpg,val
water_body_1312.jpg,water_body_1312.jpg,val
water_body_7994.jpg,water_body_7994.jpg,train
water_body_7197.jpg,water_body_7197.jpg,train
water_body_1371.jpg,water_body_1371.jpg,train
water_body_1683.jpg,water_body_1683.jpg,test
water_body_8739.jpg,water_body_8739.jpg,train
water_body_2412.jpg,water_body_2412.jpg,train
water_body_8511.jpg,water_body_8511.jpg,train
water_body_7214.jpg,water_body_7214.jpg,train
water_body_7351.jpg,water_body_7351.jpg,train
water_body_1771.jpg,water_body_1771.jpg,train
water_body_1280.jpg,water_body_1280.jpg,train
water_body_8747.jpg,water_body_8747.jpg,train
water_body_908.jpg,water_body_908.jpg,train
water_body_1728.jpg,water_body_1728.jpg,train
water_body_1831.jpg,water_body_1831.jpg,test
water_body_1842.jpg,water_body_1842.jpg,train
water_body_8399.jpg,water_body_8399.jpg,train
water_body_2561.jpg,water_body_2561.jpg,train
water_body_1755.jpg,water_body_1755.jpg,val
water_body_7337.jpg,water_body_7337.jpg,train
water_body_858.jpg,water_body_858.jpg,train
water_body_646.jpg,water_body_646.jpg,train
water_body_638.jpg,water_body_638.jpg,test
water_body_1253.jpg,water_body_1253.jpg,val
water_body_7313.jpg,water_body_7313.jpg,train
water_body_1801.jpg,water_body_1801.jpg,val
water_body_816.jpg,water_body_816.jpg,train
water_body_7609.jpg,water_body_7609.jpg,train
water_body_1429.jpg,water_body_1429.jpg,train
water_body_7767.jpg,water_body_7767.jpg,train
water_body_8768.jpg,water_body_8768.jpg,train
water_body_1466.jpg,water_body_1466.jpg,train
water_body_7300.jpg,water_body_7300.jpg,val
water_body_793.jpg,water_body_793.jpg,train
water_body_786.jpg,water_body_786.jpg,train
water_body_2254.jpg,water_body_2254.jpg,train
water_body_8953.jpg,water_body_8953.jpg,train
water_body_7890.jpg,water_body_7890.jpg,train
water_body_8550.jpg,water_body_8550.jpg,train
water_body_8804.jpg,water_body_8804.jpg,train
water_body_920.jpg,water_body_920.jpg,val
water_body_7366.jpg,water_body_7366.jpg,train
water_body_8506.jpg,water_body_8506.jpg,train
water_body_7243.jpg,water_body_7243.jpg,val
water_body_8767.jpg,water_body_8767.jpg,val
water_body_8802.jpg,water_body_8802.jpg,train
water_body_1265.jpg,water_body_1265.jpg,train
water_body_7979.jpg,water_body_7979.jpg,test
water_body_7825.jpg,water_body_7825.jpg,train
water_body_1802.jpg,water_body_1802.jpg,test
water_body_1027.jpg,water_body_1027.jpg,train
water_body_8800.jpg,water_body_8800.jpg,train
water_body_8114.jpg,water_body_8114.jpg,train
water_body_800.jpg,water_body_800.jpg,train
water_body_8771.jpg,water_body_8771.jpg,train
water_body_8664.jpg,water_body_8664.jpg,train
water_body_7348.jpg,water_body_7348.jpg,train
water_body_922.jpg,water_body_922.jpg,train
water_body_7697.jpg,water_body_7697.jpg,train
water_body_8348.jpg,water_body_8348.jpg,val
water_body_8944.jpg,water_body_8944.jpg,val
water_body_7628.jpg,water_body_7628.jpg,train
water_body_971.jpg,water_body_971.jpg,test
water_body_8025.jpg,water_body_8025.jpg,train
water_body_1551.jpg,water_body_1551.jpg,train
water_body_7288.jpg,water_body_7288.jpg,train
water_body_1678.jpg,water_body_1678.jpg,train
water_body_7723.jpg,water_body_7723.jpg,val
water_body_7432.jpg,water_body_7432.jpg,test
water_body_1263.jpg,water_body_1263.jpg,train
water_body_8219.jpg,water_body_8219.jpg,test
water_body_8502.jpg,water_body_8502.jpg,train
water_body_999.jpg,water_body_999.jpg,train
water_body_1702.jpg,water_body_1702.jpg,train
water_body_1497.jpg,water_body_1497.jpg,train
water_body_2299.jpg,water_body_2299.jpg,train
water_body_838.jpg,water_body_838.jpg,train
water_body_8903.jpg,water_body_8903.jpg,train
water_body_8012.jpg,water_body_8012.jpg,train
water_body_17.jpg,water_body_17.jpg,val
water_body_7968.jpg,water_body_7968.jpg,train
water_body_7637.jpg,water_body_7637.jpg,train
water_body_1784.jpg,water_body_1784.jpg,train
water_body_7988.jpg,water_body_7988.jpg,train
water_body_7272.jpg,water_body_7272.jpg,train
water_body_1650.jpg,water_body_1650.jpg,train
water_body_7427.jpg,water_body_7427.jpg,train
water_body_684.jpg,water_body_684.jpg,val
water_body_1423.jpg,water_body_1423.jpg,val
water_body_727.jpg,water_body_727.jpg,train
water_body_7634.jpg,water_body_7634.jpg,train
water_body_7076.jpg,water_body_7076.jpg,train
water_body_8202.jpg,water_body_8202.jpg,train
water_body_7166.jpg,water_body_7166.jpg,train
water_body_1527.jpg,water_body_1527.jpg,train
water_body_8826.jpg,water_body_8826.jpg,train
water_body_8185.jpg,water_body_8185.jpg,train
water_body_7603.jpg,water_body_7603.jpg,train
water_body_7295.jpg,water_body_7295.jpg,train
water_body_81.jpg,water_body_81.jpg,val
water_body_1116.jpg,water_body_1116.jpg,train
water_body_7190.jpg,water_body_7190.jpg,train
water_body_1404.jpg,water_body_1404.jpg,train
water_body_8930.jpg,water_body_8930.jpg,train
water_body_7807.jpg,water_body_7807.jpg,val
water_body_7095.jpg,water_body_7095.jpg,train
water_body_1499.jpg,water_body_1499.jpg,train
water_body_1451.jpg,water_body_1451.jpg,train
water_body_1790.jpg,water_body_1790.jpg,train
water_body_896.jpg,water_body_896.jpg,train
water_body_934.jpg,water_body_934.jpg,train
water_body_1139.jpg,water_body_1139.jpg,train
water_body_1085.jpg,water_body_1085.jpg,train
water_body_7136.jpg,water_body_7136.jpg,val
water_body_8922.jpg,water_body_8922.jpg,train
water_body_2.jpg,water_body_2.jpg,train
water_body_1347.jpg,water_body_1347.jpg,train
water_body_7160.jpg,water_body_7160.jpg,train
water_body_2398.jpg,water_body_2398.jpg,train
water_body_8714.jpg,water_body_8714.jpg,train
water_body_8401.jpg,water_body_8401.jpg,test
water_body_8432.jpg,water_body_8432.jpg,train
water_body_8448.jpg,water_body_8448.jpg,val
water_body_7182.jpg,water_body_7182.jpg,train
water_body_7703.jpg,water_body_7703.jpg,train
water_body_2172.jpg,water_body_2172.jpg,train
water_body_7568.jpg,water_body_7568.jpg,test
water_body_2397.jpg,water_body_2397.jpg,train
water_body_1524.jpg,water_body_1524.jpg,train
water_body_7768.jpg,water_body_7768.jpg,train
water_body_605.jpg,water_body_605.jpg,train
water_body_7446.jpg,water_body_7446.jpg,train
water_body_8138.jpg,water_body_8138.jpg,train
water_body_7323.jpg,water_body_7323.jpg,test
water_body_823.jpg,water_body_823.jpg,train
water_body_2346.jpg,water_body_2346.jpg,test
water_body_825.jpg,water_body_825.jpg,test
water_body_8192.jpg,water_body_8192.jpg,train
water_body_2195.jpg,water_body_2195.jpg,test
water_body_8571.jpg,water_body_8571.jpg,test
water_body_6421.jpg,water_body_6421.jpg,train
water_body_7594.jpg,water_body_7594.jpg,train
water_body_1637.jpg,water_body_1637.jpg,train
water_body_7659.jpg,water_body_7659.jpg,train
water_body_1057.jpg,water_body_1057.jpg,train
water_body_2525.jpg,water_body_2525.jpg,train
water_body_7421.jpg,water_body_7421.jpg,train
water_body_8509.jpg,water_body_8509.jpg,test
water_body_8375.jpg,water_body_8375.jpg,train
water_body_7482.jpg,water_body_7482.jpg,train
water_body_8774.jpg,water_body_8774.jpg,train
water_body_7621.jpg,water_body_7621.jpg,test
water_body_7326.jpg,water_body_7326.jpg,train
water_body_1225.jpg,water_body_1225.jpg,train
water_body_2521.jpg,water_body_2521.jpg,train
water_body_767.jpg,water_body_767.jpg,test
water_body_839.jpg,water_body_839.jpg,train
water_body_7907.jpg,water_body_7907.jpg,train
water_body_994.jpg,water_body_994.jpg,train
water_body_8030.jpg,water_body_8030.jpg,train
water_body_935.jpg,water_body_935.jpg,train
water_body_8435.jpg,water_body_8435.jpg,train
water_body_1616.jpg,water_body_1616.jpg,train
water_body_2461.jpg,water_body_2461.jpg,train
water_body_1696.jpg,water_body_1696.jpg,train
water_body_1313.jpg,water_body_1313.jpg,train
water_body_8125.jpg,water_body_8125.jpg,val
water_body_7232.jpg,water_body_7232.jpg,train
water_body_7145.jpg,water_body_7145.jpg,val
water_body_7191.jpg,water_body_7191.jpg,test
water_body_2529.jpg,water_body_2529.jpg,train
water_body_7789.jpg,water_body_7789.jpg,train
water_body_7910.jpg,water_body_7910.jpg,train
water_body_1197.jpg,water_body_1197.jpg,train
water_body_1735.jpg,water_body_1735.jpg,test
water_body_1113.jpg,water_body_1113.jpg,train
water_body_1364.jpg,water_body_1364.jpg,train
water_body_1692.jpg,water_body_1692.jpg,val
water_body_7040.jpg,water_body_7040.jpg,train
water_body_7235.jpg,water_body_7235.jpg,train
water_body_8946.jpg,water_body_8946.jpg,train
water_body_851.jpg,water_body_851.jpg,train
water_body_7384.jpg,water_body_7384.jpg,train
water_body_7342.jpg,water_body_7342.jpg,train
water_body_7993.jpg,water_body_7993.jpg,train
water_body_8492.jpg,water_body_8492.jpg,train
water_body_8140.jpg,water_body_8140.jpg,train
water_body_7631.jpg,water_body_7631.jpg,train
water_body_8497.jpg,water_body_8497.jpg,train
water_body_8449.jpg,water_body_8449.jpg,train
water_body_2479.jpg,water_body_2479.jpg,val
water_body_1354.jpg,water_body_1354.jpg,train
water_body_7764.jpg,water_body_7764.jpg,train
water_body_7884.jpg,water_body_7884.jpg,train
water_body_1376.jpg,water_body_1376.jpg,val
water_body_8645.jpg,water_body_8645.jpg,train
water_body_8887.jpg,water_body_8887.jpg,train
water_body_8441.jpg,water_body_8441.jpg,train
water_body_8845.jpg,water_body_8845.jpg,train
water_body_664.jpg,water_body_664.jpg,train
water_body_2296.jpg,water_body_2296.jpg,train
water_body_8378.jpg,water_body_8378.jpg,train
water_body_1699.jpg,water_body_1699.jpg,train
water_body_8564.jpg,water_body_8564.jpg,train
water_body_1647.jpg,water_body_1647.jpg,val
water_body_1664.jpg,water_body_1664.jpg,val
water_body_7345.jpg,water_body_7345.jpg,train
water_body_942.jpg,water_body_942.jpg,train
water_body_8473.jpg,water_body_8473.jpg,val
water_body_718.jpg,water_body_718.jpg,train
water_body_8236.jpg,water_body_8236.jpg,train
water_body_8674.jpg,water_body_8674.jpg,train
water_body_8671.jpg,water_body_8671.jpg,train
water_body_7607.jpg,water_body_7607.jpg,val
water_body_7582.jpg,water_body_7582.jpg,train
water_body_8766.jpg,water_body_8766.jpg,train
water_body_7163.jpg,water_body_7163.jpg,train
water_body_8641.jpg,water_body_8641.jpg,val
water_body_2468.jpg,water_body_2468.jpg,train
water_body_1763.jpg,water_body_1763.jpg,train
water_body_844.jpg,water_body_844.jpg,train
water_body_7647.jpg,water_body_7647.jpg,val
water_body_7347.jpg,water_body_7347.jpg,train
water_body_7599.jpg,water_body_7599.jpg,train
water_body_6403.jpg,water_body_6403.jpg,val
water_body_8022.jpg,water_body_8022.jpg,train
water_body_1428.jpg,water_body_1428.jpg,test
water_body_973.jpg,water_body_973.jpg,train
water_body_1762.jpg,water_body_1762.jpg,train
water_body_2330.jpg,water_body_2330.jpg,test
water_body_2244.jpg,water_body_2244.jpg,train
water_body_1835.jpg,water_body_1835.jpg,train
water_body_1360.jpg,water_body_1360.jpg,test
water_body_105.jpg,water_body_105.jpg,train
water_body_8288.jpg,water_body_8288.jpg,train
water_body_7189.jpg,water_body_7189.jpg,train
water_body_1605.jpg,water_body_1605.jpg,val
water_body_1668.jpg,water_body_1668.jpg,test
water_body_8680.jpg,water_body_8680.jpg,test
water_body_2475.jpg,water_body_2475.jpg,train
water_body_8692.jpg,water_body_8692.jpg,train
water_body_7178.jpg,water_body_7178.jpg,val
water_body_2557.jpg,water_body_2557.jpg,train
water_body_7424.jpg,water_body_7424.jpg,train
water_body_8461.jpg,water_body_8461.jpg,val
water_body_2208.jpg,water_body_2208.jpg,val
water_body_1571.jpg,water_body_1571.jpg,train
water_body_2266.jpg,water_body_2266.jpg,train
water_body_1175.jpg,water_body_1175.jpg,train
water_body_7689.jpg,water_body_7689.jpg,train
water_body_1671.jpg,water_body_1671.jpg,test
water_body_909.jpg,water_body_909.jpg,train
water_body_8780.jpg,water_body_8780.jpg,train
water_body_1661.jpg,water_body_1661.jpg,val
water_body_8818.jpg,water_body_8818.jpg,train
water_body_8743.jpg,water_body_8743.jpg,val
water_body_7222.jpg,water_body_7222.jpg,train
water_body_2184.jpg,water_body_2184.jpg,test
water_body_8463.jpg,water_body_8463.jpg,train
water_body_7140.jpg,water_body_7140.jpg,train
water_body_2253.jpg,water_body_2253.jpg,train
water_body_1659.jpg,water_body_1659.jpg,test
water_body_1151.jpg,water_body_1151.jpg,train
water_body_7564.jpg,water_body_7564.jpg,train
water_body_1406.jpg,water_body_1406.jpg,train
water_body_1688.jpg,water_body_1688.jpg,train
water_body_7361.jpg,water_body_7361.jpg,train
water_body_7344.jpg,water_body_7344.jpg,train
water_body_1079.jpg,water_body_1079.jpg,train
water_body_7616.jpg,water_body_7616.jpg,test
water_body_2292.jpg,water_body_2292.jpg,train
water_body_8208.jpg,water_body_8208.jpg,train
water_body_7072.jpg,water_body_7072.jpg,val
water_body_2566.jpg,water_body_2566.jpg,train
water_body_1180.jpg,water_body_1180.jpg,test
water_body_8019.jpg,water_body_8019.jpg,train
water_body_1749.jpg,water_body_1749.jpg,test
water_body_8333.jpg,water_body_8333.jpg,test
water_body_7050.jpg,water_body_7050.jpg,train
water_body_2534.jpg,water_body_2534.jpg,train
water_body_1061.jpg,water_body_1061.jpg,train
water_body_6398.jpg,water_body_6398.jpg,train
water_body_8422.jpg,water_body_8422.jpg,train
water_body_8141.jpg,water_body_8141.jpg,val
water_body_7360.jpg,water_body_7360.jpg,train
water_body_806.jpg,water_body_806.jpg,train
water_body_1646.jpg,water_body_1646.jpg,train
water_body_910.jpg,water_body_910.jpg,train
water_body_3.jpg,water_body_3.jpg,train
water_body_2325.jpg,water_body_2325.jpg,train
water_body_8117.jpg,water_body_8117.jpg,test
water_body_8159.jpg,water_body_8159.jpg,train
water_body_7319.jpg,water_body_7319.jpg,train
water_body_8330.jpg,water_body_8330.jpg,train
water_body_8394.jpg,water_body_8394.jpg,train
water_body_8810.jpg,water_body_8810.jpg,train
water_body_7375.jpg,water_body_7375.jpg,val
water_body_8388.jpg,water_body_8388.jpg,val
water_body_7805.jpg,water_body_7805.jpg,val
water_body_6373.jpg,water_body_6373.jpg,val
water_body_1565.jpg,water_body_1565.jpg,val
water_body_2502.jpg,water_body_2502.jpg,train
water_body_42.jpg,water_body_42.jpg,train
water_body_8204.jpg,water_body_8204.jpg,train
water_body_113.jpg,water_body_113.jpg,test
water_body_7573.jpg,water_body_7573.jpg,test
water_body_7310.jpg,water_body_7310.jpg,train
water_body_7061.jpg,water_body_7061.jpg,train
water_body_7550.jpg,water_body_7550.jpg,train
water_body_7367.jpg,water_body_7367.jpg,train
water_body_1533.jpg,water_body_1533.jpg,train
water_body_1642.jpg,water_body_1642.jpg,train
water_body_7207.jpg,water_body_7207.jpg,train
water_body_8085.jpg,water_body_8085.jpg,train
water_body_1601.jpg,water_body_1601.jpg,train
water_body_8943.jpg,water_body_8943.jpg,val
water_body_997.jpg,water_body_997.jpg,train
water_body_1840.jpg,water_body_1840.jpg,train
water_body_7328.jpg,water_body_7328.jpg,train
water_body_691.jpg,water_body_691.jpg,train
water_body_1748.jpg,water_body_1748.jpg,test
water_body_8816.jpg,water_body_8816.jpg,train
water_body_818.jpg,water_body_818.jpg,val
water_body_7400.jpg,water_body_7400.jpg,train
water_body_7277.jpg,water_body_7277.jpg,val
water_body_1218.jpg,water_body_1218.jpg,test
water_body_7754.jpg,water_body_7754.jpg,val
water_body_1287.jpg,water_body_1287.jpg,train
water_body_8762.jpg,water_body_8762.jpg,test
water_body_1452.jpg,water_body_1452.jpg,train
water_body_8874.jpg,water_body_8874.jpg,val
water_body_7077.jpg,water_body_7077.jpg,train
water_body_608.jpg,water_body_608.jpg,train
water_body_7562.jpg,water_body_7562.jpg,train
water_body_880.jpg,water_body_880.jpg,test
water_body_8727.jpg,water_body_8727.jpg,train
water_body_1710.jpg,water_body_1710.jpg,train
water_body_7584.jpg,water_body_7584.jpg,train
water_body_7142.jpg,water_body_7142.jpg,val
water_body_1656.jpg,water_body_1656.jpg,train
water_body_8040.jpg,water_body_8040.jpg,train
water_body_805.jpg,water_body_805.jpg,train
water_body_7735.jpg,water_body_7735.jpg,test
water_body_7759.jpg,water_body_7759.jpg,train
water_body_7740.jpg,water_body_7740.jpg,train
water_body_2293.jpg,water_body_2293.jpg,val
water_body_7423.jpg,water_body_7423.jpg,train
water_body_7247.jpg,water_body_7247.jpg,train
water_body_1745.jpg,water_body_1745.jpg,train
water_body_8901.jpg,water_body_8901.jpg,val
water_body_2207.jpg,water_body_2207.jpg,train
water_body_1706.jpg,water_body_1706.jpg,train
water_body_8053.jpg,water_body_8053.jpg,train
water_body_1342.jpg,water_body_1342.jpg,val
water_body_713.jpg,water_body_713.jpg,train
water_body_1768.jpg,water_body_1768.jpg,val
water_body_2419.jpg,water_body_2419.jpg,train
water_body_955.jpg,water_body_955.jpg,val
water_body_8243.jpg,water_body_8243.jpg,val
water_body_7098.jpg,water_body_7098.jpg,train
water_body_7502.jpg,water_body_7502.jpg,train
water_body_715.jpg,water_body_715.jpg,test
water_body_7403.jpg,water_body_7403.jpg,train
water_body_2386.jpg,water_body_2386.jpg,train
water_body_162.jpg,water_body_162.jpg,train
water_body_1181.jpg,water_body_1181.jpg,train
water_body_635.jpg,water_body_635.jpg,val
water_body_2276.jpg,water_body_2276.jpg,train
water_body_1192.jpg,water_body_1192.jpg,val
water_body_1421.jpg,water_body_1421.jpg,train
water_body_1058.jpg,water_body_1058.jpg,train
water_body_7246.jpg,water_body_7246.jpg,train
water_body_7422.jpg,water_body_7422.jpg,train
water_body_7054.jpg,water_body_7054.jpg,train
water_body_8941.jpg,water_body_8941.jpg,val
water_body_1333.jpg,water_body_1333.jpg,val
water_body_720.jpg,water_body_720.jpg,train
water_body_6379.jpg,water_body_6379.jpg,train
water_body_931.jpg,water_body_931.jpg,train
water_body_2440.jpg,water_body_2440.jpg,train
water_body_1593.jpg,water_body_1593.jpg,train
water_body_1054.jpg,water_body_1054.jpg,train
water_body_7937.jpg,water_body_7937.jpg,train
water_body_7909.jpg,water_body_7909.jpg,val
water_body_7426.jpg,water_body_7426.jpg,train
water_body_7210.jpg,water_body_7210.jpg,val
water_body_7444.jpg,water_body_7444.jpg,test
